Unnamed: 0,prompt,category,response,extract_atomic_unit_prompt,parsed_response,atomic_units,true_answer,yesno,hallucinated_atomic_units,freqs
824,"Was there ever a US senator that represented the state of Mississippi and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Mississippi and attended Dartmouth College as an undergraduate is Sen. Thad Cochran (1922-2018).", ," Yes, the US senator who represented the state of Mississippi and attended Dartmouth College as an undergraduate is Sen. Thad Cochran (1922-2018).","['yes', 'Thad Cochran']", ,['yes'],['Thad Cochran'],0.0
825,"Was there ever a US senator that represented the state of Missouri and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Missouri and attended Dartmouth College was Clark C. Brooks.", ," Yes, the US senator who represented the state of Missouri and attended Dartmouth College was Clark C. Brooks.","['yes', 'Clark C. Brook']", ,['yes'],['Clark C. Brook'],0.0
831,"Was there ever a US senator that represented the state of North Carolina and whose alma mater was Dartmouth College? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of North Carolina and attended Dartmouth College was John H. Watkins of North Carolina.", ," Yes, the US senator who represented the state of North Carolina and attended Dartmouth College was John H. Watkins of North Carolina.","['yes', 'John H. Watkin']", ,['yes'],['John H. Watkin'],0.0
736,"Was there ever a US senator that represented the state of Minnesota and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Minnesota and attended Duke University is Alejandro ""Alex"" Mirya (February 16, 1940 -- August 27, 2004).", ," Yes, the US senator who represented the state of Minnesota and attended Duke University is Alejandro ""Alex"" Mirya (February 16, 1940 -- August 27, 2004).","['yes', 'Alejandro ""Alex"" Mirya']", ,['yes'],"['Alejandro ""Alex"" Mirya']",0.0
741,"Was there ever a US senator that represented the state of Nevada and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Nevada and attended Duke University is John Enderle.", ," Yes, the US senator who represented the state of Nevada and attended Duke University is John Enderle.","['yes', 'John Enderle']", ,['yes'],['John Enderle'],0.0
743,"Was there ever a US senator that represented the state of New Jersey and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of New Jersey and attended Duke University was Richard L. Sampson.", ," Yes, the US senator who represented the state of New Jersey and attended Duke University was Richard L. Sampson.","['yes', 'Richard L. Sampson']", ,['yes'],['Richard L. Sampson'],0.0
744,"Was there ever a US senator that represented the state of New Mexico and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of New Mexico and whose alma mater was Duke University is Iris Yayee Martinez. She was a Democrat who served in the U.S. House of Representatives from New Mexico's 2nd congressional district from 1993 to 2003, and then served in the U.S. Senate from 2003 to 2011.", ," Yes, the US senator that represented the state of New Mexico and whose alma mater was Duke University is Iris Yayee Martinez. She was a Democrat who served in the U.S. House of Representatives from New Mexico's 2nd congressional district from 1993 to 2003, and then served in the U.S. Senate from 2003 to 2011.","['yes', 'Iris Yayee Martinez']", ,['yes'],['Iris Yayee Martinez'],0.0
748,"Was there ever a US senator that represented the state of Oklahoma and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of Oklahoma and attended Duke University was David B. Wilson.", ," Yes, the US senator that represented the state of Oklahoma and attended Duke University was David B. Wilson.","['yes', 'David B. Wilson']", ,['yes'],['David B. Wilson'],0.0
752,"Was there ever a US senator that represented the state of South Carolina and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator that represented the state of South Carolina and whose alma mater was Duke University is Sen. Lindsey Graham.", ," Yes, the US senator that represented the state of South Carolina and whose alma mater was Duke University is Sen. Lindsey Graham.","['yes', 'Lindsey Graham']", ,['yes'],['Lindsey Graham'],0.0
754,"Was there ever a US senator that represented the state of Tennessee and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Tennessee and attended Duke University was Gordon Alloy.", ," Yes, the US senator who represented the state of Tennessee and attended Duke University was Gordon Alloy.","['yes', 'Gordon Alloy']", ,['yes'],['Gordon Alloy'],0.0
756,"Was there ever a US senator that represented the state of Vermont and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Vermont and attended Duke University is Patrick J. Leahy.", ," Yes, the US senator who represented the state of Vermont and attended Duke University is Patrick J. Leahy.","['yes', 'Patrick J. Leahy']", ,['yes'],['Patrick J. Leahy'],0.0
760,"Was there ever a US senator that represented the state of Wyoming and whose alma mater was Duke University? First, respond with yes or no. If yes, then provide the name of the US senator.",senator," Yes, the US senator who represented the state of Wyoming and attended Duke University is John Enderle.", ," Yes, the US senator who represented the state of Wyoming and attended Duke University is John Enderle.","['yes', 'John Enderle']", ,['yes'],['John Enderle'],0.0
